age,annual_income,monthly_expenses,savings,existing_loan,loan_amount,credit_score,investment_experience,risk_tolerance,dependents,employment_type,emergency_fund_months,investment_goal,monthly_surplus,debt_to_income_ratio,recommendation
42,2902649,97976,2275159,Yes,76940,511,Beginner,Medium,5,Business,10,Education,143911,0.03,Avoid Loan
23,1658800,68941,83542,Yes,398153,819,Intermediate,Medium,3,Self-Employed,0,House,69292,0.24,Save
46,2235888,95386,602936,Yes,2051818,716,Intermediate,High,3,Salaried,3,Wealth Creation,90938,0.92,Avoid Loan
35,423970,21599,467473,Yes,963611,577,Beginner,High,4,Business,1,Education,13731,2.27,Avoid Loan
37,317064,17961,267918,No,0,659,Intermediate,High,1,Self-Employed,6,House,8461,0.0,Save
41,969604,17441,271783,Yes,808877,542,Intermediate,High,0,Business,7,Retirement,63359,0.83,Avoid Loan
60,1727814,66012,167896,No,0,775,Beginner,Low,3,Salaried,2,Education,77972,0.0,Save
38,1797149,74459,466327,Yes,256213,488,Intermediate,Low,2,Self-Employed,3,House,75303,0.14,Avoid Loan
35,2665817,197245,50557,Yes,1949012,790,Expert,High,3,Business,5,Retirement,24906,0.73,Avoid Loan
38,885834,57521,2265665,No,0,559,Expert,Medium,1,Salaried,10,Education,16298,0.0,Avoid Loan
34,1038468,35635,2010235,Yes,1381391,679,Expert,Low,5,Business,2,House,50904,1.33,Avoid Loan
47,2666593,167118,1131020,No,0,693,Beginner,Low,3,Self-Employed,8,Education,55098,0.0,Save
36,1641259,47110,2307979,Yes,2394156,537,Expert,High,3,Salaried,2,Wealth Creation,89661,1.46,Avoid Loan
24,1936508,79910,908727,Yes,1539550,472,Expert,Medium,1,Business,4,Wealth Creation,81465,0.8,Avoid Loan
40,2633909,184443,611644,No,0,499,Beginner,High,0,Self-Employed,2,Retirement,35049,0.0,Avoid Loan
53,2212666,111218,245594,No,0,475,Intermediate,Medium,3,Business,1,Retirement,73170,0.0,Avoid Loan
42,601427,26544,227341,No,0,638,Expert,Medium,0,Salaried,6,House,23574,0.0,Save
30,1545829,19428,1040876,No,0,547,Expert,Low,4,Salaried,3,Education,109391,0.0,Avoid Loan
31,1901345,57055,1033241,Yes,1329563,514,Beginner,Medium,1,Business,11,Retirement,101390,0.7,Avoid Loan
38,343339,25475,866219,Yes,695890,717,Intermediate,Low,5,Self-Employed,2,Retirement,3136,2.03,Avoid Loan
41,2440894,132365,922463,Yes,1310734,402,Expert,Medium,1,Business,4,House,71042,0.54,Avoid Loan
28,2358337,96453,1031378,Yes,1315736,460,Intermediate,High,1,Business,8,House,100075,0.56,Avoid Loan
40,1834490,78309,2127238,Yes,467028,645,Expert,High,5,Business,6,Wealth Creation,74565,0.25,Save
33,2720227,202301,1847708,Yes,263045,414,Beginner,Medium,2,Self-Employed,1,Education,24384,0.1,Avoid Loan
33,2125784,15150,2284060,Yes,259697,601,Beginner,Medium,5,Self-Employed,3,Education,161998,0.12,Save
28,659169,23618,2385551,Yes,188499,395,Intermediate,High,3,Self-Employed,5,Education,31312,0.29,Avoid Loan
57,692880,21824,1930554,Yes,2140699,816,Intermediate,Low,4,Self-Employed,4,Wealth Creation,35916,3.09,Avoid Loan
32,2059419,63794,1806707,No,0,603,Beginner,Low,1,Self-Employed,0,Wealth Creation,107824,0.0,Save
37,1189841,28623,1575087,No,0,557,Intermediate,Low,3,Salaried,6,Retirement,70530,0.0,Avoid Loan
21,1632453,121445,1385619,No,0,763,Beginner,Medium,4,Salaried,5,Wealth Creation,14592,0.0,Save
26,799886,24325,146170,Yes,864309,453,Beginner,Medium,2,Self-Employed,11,Education,42332,1.08,Avoid Loan
30,305640,20710,1548073,Yes,1733872,628,Expert,Low,2,Self-Employed,1,House,4760,5.67,Avoid Loan
28,2833067,40068,274037,Yes,2267292,508,Beginner,Medium,4,Salaried,7,Wealth Creation,196020,0.8,Avoid Loan
22,1598784,108938,2406493,No,0,798,Expert,High,3,Business,7,Education,24294,0.0,Save
33,645981,19738,524140,No,0,540,Expert,Low,4,Salaried,5,Education,34093,0.0,Avoid Loan
47,2940071,36505,1134396,No,0,528,Beginner,Low,3,Business,6,Education,208500,0.0,Avoid Loan
26,1573890,72361,1940298,No,0,761,Beginner,Medium,5,Salaried,1,Wealth Creation,58796,0.0,Save
24,2353926,102236,1927249,Yes,1259898,845,Expert,Medium,2,Business,3,Education,93924,0.54,Avoid Loan
48,314949,21699,516824,No,0,555,Beginner,Medium,5,Business,3,Wealth Creation,4546,0.0,Avoid Loan
55,394254,28658,1211394,No,0,508,Beginner,Low,0,Self-Employed,7,Retirement,4196,0.0,Avoid Loan
57,1618417,23177,546831,Yes,2425443,386,Expert,High,0,Self-Employed,4,Wealth Creation,111691,1.5,Avoid Loan
22,1366009,79439,875817,Yes,2330503,861,Beginner,Low,4,Self-Employed,2,Education,34395,1.71,Avoid Loan
21,1056486,53125,279046,No,0,534,Expert,High,0,Self-Employed,0,Retirement,34915,0.0,Avoid Loan
21,2010664,30599,1305863,No,0,859,Expert,Low,1,Business,3,Retirement,136956,0.0,Save
32,2175898,84834,1255998,Yes,552261,653,Beginner,High,4,Self-Employed,8,Wealth Creation,96490,0.25,Save
39,2557221,157894,193721,Yes,589382,629,Intermediate,High,4,Self-Employed,9,Wealth Creation,55207,0.23,Save
23,1566588,116881,1251525,No,0,593,Beginner,Low,5,Salaried,1,Retirement,13668,0.0,Avoid Loan
34,2605179,85769,1320097,Yes,2406347,623,Expert,Medium,0,Self-Employed,1,Retirement,131329,0.92,Avoid Loan
54,1976165,55609,281705,Yes,874908,448,Beginner,Low,0,Business,12,Education,109071,0.44,Avoid Loan
54,1135981,37383,226997,No,0,739,Expert,High,3,Self-Employed,1,Wealth Creation,57282,0.0,Save
44,2737655,66711,1662825,No,0,776,Intermediate,Medium,4,Self-Employed,11,Education,161426,0.0,Invest
26,1839837,39679,66848,No,0,436,Beginner,Low,3,Salaried,10,House,113640,0.0,Avoid Loan
32,1071615,54060,1309795,Yes,299782,729,Beginner,Medium,2,Salaried,12,House,35241,0.28,Invest
21,2117364,19084,1123600,Yes,930055,831,Beginner,Medium,4,Salaried,7,Education,157363,0.44,Save
52,1579850,108139,803912,Yes,843623,581,Intermediate,Medium,3,Business,5,House,23515,0.53,Avoid Loan
25,2352316,108289,1274294,Yes,102629,623,Expert,Medium,5,Self-Employed,1,Wealth Creation,87737,0.04,Save
60,1025818,27580,519569,Yes,761889,857,Beginner,Medium,0,Self-Employed,1,Retirement,57904,0.74,Avoid Loan
30,2416137,94521,101422,Yes,2488497,384,Intermediate,High,0,Self-Employed,2,Retirement,106823,1.03,Avoid Loan
22,396471,29625,2242053,Yes,1030105,900,Beginner,Low,3,Business,7,Education,3414,2.6,Avoid Loan
23,797490,37423,1878577,Yes,1072216,875,Beginner,Medium,1,Self-Employed,2,Education,29034,1.34,Avoid Loan
41,2688576,95514,992345,No,0,395,Intermediate,Low,3,Salaried,0,Education,128534,0.0,Avoid Loan
23,1127850,42998,2001534,Yes,1681280,698,Intermediate,Medium,1,Business,11,Retirement,50989,1.49,Avoid Loan
39,719494,30060,2367951,No,0,804,Intermediate,Low,4,Salaried,9,Wealth Creation,29897,0.0,Invest
24,1551051,20806,654939,Yes,1185085,888,Intermediate,Medium,5,Self-Employed,9,Retirement,108448,0.76,Avoid Loan
47,1582944,71012,954373,No,0,439,Intermediate,Low,0,Salaried,2,Wealth Creation,60900,0.0,Avoid Loan
52,2947756,63864,1665277,No,0,738,Beginner,Low,0,Salaried,10,Wealth Creation,181782,0.0,Invest
48,2657433,109582,2467580,Yes,1052659,392,Beginner,Medium,4,Salaried,10,Wealth Creation,111870,0.4,Avoid Loan
44,1738676,47698,1052244,Yes,2238422,488,Intermediate,High,2,Business,0,Education,97191,1.29,Avoid Loan
38,2159674,64544,1857753,Yes,1894414,691,Beginner,Low,5,Salaried,12,House,115428,0.88,Avoid Loan
26,1490811,55355,278231,Yes,1969891,900,Beginner,Medium,2,Business,6,Education,68879,1.32,Avoid Loan
48,2772449,85066,49808,No,0,700,Beginner,High,2,Self-Employed,9,Retirement,145971,0.0,Avoid Loan
33,2496445,126381,1591898,No,0,772,Beginner,Medium,4,Business,5,Education,81656,0.0,Save
45,2297114,21875,1328615,No,0,648,Beginner,Medium,2,Self-Employed,10,House,169551,0.0,Save
43,470261,21857,2173856,No,0,571,Beginner,High,0,Self-Employed,8,Retirement,17331,0.0,Avoid Loan
23,1568862,54840,1975299,Yes,1927476,360,Expert,High,5,Self-Employed,12,Retirement,75898,1.23,Avoid Loan
48,2942254,138391,967082,No,0,487,Intermediate,Low,1,Salaried,7,Education,106796,0.0,Avoid Loan
46,1504396,97072,2338510,Yes,340744,406,Expert,Medium,5,Business,0,House,28294,0.23,Avoid Loan
37,305033,15473,752088,No,0,843,Intermediate,Low,5,Salaried,12,House,9946,0.0,Save
23,1089115,16993,1023104,Yes,2263886,647,Beginner,Low,0,Self-Employed,8,Education,73766,2.08,Avoid Loan
55,2557224,179848,2009464,No,0,680,Intermediate,High,0,Business,11,Retirement,33254,0.0,Save
28,729661,29624,1113269,No,0,865,Beginner,Low,4,Salaried,2,Education,31181,0.0,Save
33,2433322,70145,485790,Yes,761831,604,Intermediate,Low,1,Self-Employed,9,Retirement,132631,0.31,Save
48,1156031,42877,2085272,Yes,677989,681,Expert,Medium,5,Salaried,1,Wealth Creation,53458,0.59,Avoid Loan
59,1757523,32937,418814,No,0,765,Beginner,Low,5,Self-Employed,7,Wealth Creation,113523,0.0,Invest
57,1182463,37788,2262062,Yes,1568486,784,Intermediate,Low,3,Self-Employed,11,Wealth Creation,60750,1.33,Avoid Loan
49,2790240,198211,35417,Yes,1732153,540,Expert,Low,3,Business,1,Education,34309,0.62,Avoid Loan
32,2342772,137429,2462349,No,0,585,Beginner,Medium,1,Business,0,Retirement,57802,0.0,Avoid Loan
56,1015688,72939,201081,No,0,429,Beginner,Medium,2,Self-Employed,5,House,11701,0.0,Avoid Loan
40,2675015,100360,1469589,Yes,65809,681,Beginner,High,2,Salaried,6,Wealth Creation,122557,0.02,Save
42,908975,19470,1911838,No,0,609,Expert,Low,4,Salaried,0,Retirement,56277,0.0,Save
57,1112273,73825,77678,No,0,451,Beginner,Low,0,Self-Employed,8,Wealth Creation,18864,0.0,Avoid Loan
36,2535947,93213,213113,No,0,456,Intermediate,High,5,Self-Employed,12,Retirement,118115,0.0,Avoid Loan
35,1607258,70732,1724038,Yes,2435026,533,Beginner,Low,1,Business,11,Wealth Creation,63206,1.52,Avoid Loan
47,2380159,154600,1360935,Yes,2042361,358,Intermediate,High,1,Salaried,5,Education,43746,0.86,Avoid Loan
59,2128102,142191,1434077,Yes,1617541,735,Intermediate,Medium,3,Salaried,1,Wealth Creation,35150,0.76,Avoid Loan
23,2659868,178192,1773202,Yes,934787,495,Beginner,Medium,3,Salaried,8,Education,43463,0.35,Avoid Loan
39,961774,47242,1840478,Yes,1059066,404,Beginner,High,5,Business,4,House,32905,1.1,Avoid Loan
35,375909,26338,2381893,No,0,574,Expert,High,4,Business,10,Wealth Creation,4987,0.0,Avoid Loan
51,594571,39937,228680,No,0,586,Beginner,High,5,Salaried,1,Wealth Creation,9610,0.0,Avoid Loan
31,2839627,96177,2328983,No,0,369,Beginner,Medium,1,Business,2,Education,140458,0.0,Avoid Loan
49,1187175,64981,279118,No,0,390,Beginner,High,4,Salaried,1,Wealth Creation,33950,0.0,Avoid Loan
51,1655406,51576,81702,No,0,746,Beginner,Medium,2,Self-Employed,6,Education,86374,0.0,Save
37,2184882,30175,574678,Yes,1730992,662,Intermediate,High,3,Salaried,2,Wealth Creation,151898,0.79,Avoid Loan
45,1662832,44366,1931971,Yes,107795,616,Intermediate,High,3,Business,3,House,94203,0.06,Save
47,1180758,77661,1424158,Yes,512519,536,Expert,Low,2,Business,11,Education,20735,0.43,Avoid Loan
36,2008407,127156,2298065,Yes,1660369,752,Expert,High,4,Business,8,Wealth Creation,40211,0.83,Avoid Loan
50,1826313,84015,1261512,No,0,478,Intermediate,Medium,1,Salaried,5,Wealth Creation,68177,0.0,Avoid Loan
32,1280146,81403,1533865,Yes,942265,550,Expert,High,4,Salaried,0,Wealth Creation,25275,0.74,Avoid Loan
55,263344,17413,2408657,No,0,743,Intermediate,Medium,0,Business,5,Education,4532,0.0,Save
28,1100173,21417,1962994,Yes,895630,631,Intermediate,Low,4,Business,12,Education,70264,0.81,Avoid Loan
32,2220061,151509,564390,Yes,1876714,679,Beginner,High,5,Salaried,12,Education,33496,0.85,Avoid Loan
46,1456588,104812,2087995,No,0,704,Expert,High,0,Business,4,House,16570,0.0,Save
22,1773872,72670,917840,No,0,463,Expert,High,4,Salaried,0,Education,75152,0.0,Avoid Loan
37,1372248,29015,2152041,Yes,1119249,849,Beginner,Medium,5,Self-Employed,9,House,85339,0.82,Avoid Loan
36,2626428,162880,2452479,No,0,473,Expert,Medium,4,Business,6,House,55989,0.0,Avoid Loan
26,1527498,54795,607489,No,0,667,Expert,Low,5,Self-Employed,2,Wealth Creation,72496,0.0,Save
34,472140,28414,127327,No,0,745,Intermediate,Low,3,Self-Employed,0,Education,10931,0.0,Save
56,2235255,159271,1317517,No,0,453,Beginner,Medium,0,Salaried,1,Retirement,27000,0.0,Avoid Loan
22,1032270,60859,1076192,No,0,548,Intermediate,Low,5,Salaried,10,Retirement,25163,0.0,Avoid Loan
28,938114,26537,582035,Yes,723933,356,Beginner,Low,1,Self-Employed,9,Education,51639,0.77,Avoid Loan
28,2453996,50680,2213867,No,0,554,Expert,High,2,Salaried,9,Retirement,153819,0.0,Avoid Loan
21,2367833,95611,1956692,Yes,1519486,786,Beginner,Medium,0,Self-Employed,3,Wealth Creation,101708,0.64,Avoid Loan
44,1879060,65874,1762865,Yes,1792153,371,Intermediate,Medium,5,Salaried,0,Wealth Creation,90714,0.95,Avoid Loan
27,2475983,69465,1957356,Yes,1959350,650,Intermediate,Medium,5,Business,12,Wealth Creation,136866,0.79,Avoid Loan
40,691106,24947,495377,No,0,542,Intermediate,Medium,2,Business,8,House,32645,0.0,Avoid Loan
60,995897,26085,1958448,Yes,1691273,596,Beginner,Medium,4,Self-Employed,6,Retirement,56906,1.7,Avoid Loan
27,364760,17140,1563047,Yes,1103965,496,Expert,Medium,1,Self-Employed,9,Wealth Creation,13256,3.03,Avoid Loan
59,1500240,100389,806450,No,0,821,Expert,High,0,Self-Employed,2,Retirement,24631,0.0,Save
39,1184826,81838,1754127,Yes,1532230,891,Intermediate,Low,4,Salaried,9,House,16897,1.29,Avoid Loan
54,2220635,93712,262422,Yes,897829,362,Beginner,Medium,1,Salaried,6,Wealth Creation,91340,0.4,Avoid Loan
35,2161560,20783,708741,Yes,2448152,856,Intermediate,Low,5,Business,4,Education,159347,1.13,Avoid Loan
25,1991370,137790,721485,Yes,2475605,767,Intermediate,Medium,5,Self-Employed,4,Education,28157,1.24,Avoid Loan
26,2303346,159639,237492,Yes,886831,483,Beginner,Low,3,Self-Employed,5,Retirement,32306,0.39,Avoid Loan
42,2991115,169110,59826,Yes,2035077,804,Expert,Low,3,Salaried,4,Retirement,80149,0.68,Avoid Loan
21,2990869,158760,1981266,Yes,712223,826,Intermediate,High,2,Salaried,2,House,90479,0.24,Save
29,1108463,27623,1366595,Yes,2018724,886,Intermediate,High,3,Salaried,2,Retirement,64748,1.82,Avoid Loan
47,266770,17387,2224125,Yes,832941,599,Intermediate,Low,4,Self-Employed,5,Wealth Creation,4843,3.12,Avoid Loan
33,2949047,182560,363935,No,0,369,Intermediate,Low,4,Business,12,House,63193,0.0,Avoid Loan
49,1130079,30420,2344479,Yes,251548,498,Expert,Medium,1,Business,11,Retirement,63753,0.22,Avoid Loan
21,1455920,85841,1567123,No,0,584,Intermediate,Medium,0,Self-Employed,8,Wealth Creation,35485,0.0,Avoid Loan
58,1016223,34191,1826084,No,0,500,Beginner,High,2,Business,1,Retirement,50494,0.0,Avoid Loan
43,2966532,78408,1635763,Yes,186555,607,Beginner,High,3,Business,3,Wealth Creation,168803,0.06,Save
36,306488,16940,345218,Yes,516435,807,Beginner,Low,2,Business,7,Education,8600,1.69,Avoid Loan
26,260938,15317,1135599,Yes,1842257,539,Beginner,Medium,4,Salaried,5,Wealth Creation,6427,7.06,Avoid Loan
35,286780,17194,2386376,Yes,624574,476,Intermediate,Medium,2,Business,4,Education,6704,2.18,Avoid Loan
51,2526697,63445,1099051,No,0,475,Beginner,Low,5,Business,4,Retirement,147113,0.0,Avoid Loan
37,1693045,84680,790392,Yes,882951,668,Beginner,High,4,Self-Employed,4,House,56407,0.52,Avoid Loan
41,362237,17639,2216634,Yes,1736837,399,Beginner,Low,1,Salaried,12,Retirement,12547,4.79,Avoid Loan
49,1970112,25606,95462,No,0,460,Beginner,Medium,4,Business,9,Education,138570,0.0,Avoid Loan
35,854739,24636,2318470,Yes,2032095,699,Expert,High,4,Salaried,10,Education,46592,2.38,Avoid Loan
32,2274779,126901,1231684,No,0,848,Beginner,Medium,3,Business,1,House,62663,0.0,Save
31,564979,39592,967689,No,0,787,Intermediate,High,3,Business,2,Wealth Creation,7489,0.0,Save
46,713790,32564,1734672,No,0,435,Beginner,Low,4,Business,11,House,26918,0.0,Avoid Loan
29,795154,17155,1479373,No,0,793,Expert,Low,1,Salaried,8,Retirement,49107,0.0,Invest
21,516370,29146,728228,Yes,1674376,417,Expert,Low,0,Salaried,11,House,13884,3.24,Avoid Loan
47,523230,38469,2300169,Yes,611075,575,Intermediate,High,4,Business,0,Education,5133,1.17,Avoid Loan
60,1620815,60861,486607,No,0,727,Intermediate,Medium,4,Business,4,Retirement,74206,0.0,Save
50,1750948,28156,1744315,No,0,721,Intermediate,High,1,Self-Employed,12,Retirement,117756,0.0,Invest
48,535765,21577,1436048,Yes,562740,894,Intermediate,Low,2,Business,4,Wealth Creation,23070,1.05,Avoid Loan
50,1189837,82106,894915,No,0,867,Beginner,Medium,4,Self-Employed,10,Retirement,17047,0.0,Save
23,2300845,97896,575729,Yes,1313125,447,Expert,Low,3,Self-Employed,5,Wealth Creation,93841,0.57,Avoid Loan
21,1402472,17216,1426642,Yes,335781,579,Intermediate,Medium,0,Self-Employed,6,Retirement,99656,0.24,Avoid Loan
57,2847758,70458,981916,Yes,835457,882,Intermediate,Low,3,Salaried,9,Wealth Creation,166855,0.29,Invest
24,648183,39355,765573,Yes,919789,519,Beginner,Medium,0,Self-Employed,4,Retirement,14660,1.42,Avoid Loan
38,777051,29957,1631048,No,0,796,Expert,Medium,0,Self-Employed,4,Retirement,34797,0.0,Save
60,994005,69724,500415,No,0,447,Expert,Medium,3,Salaried,0,Retirement,13109,0.0,Avoid Loan
38,2091749,54410,588297,No,0,667,Expert,Low,3,Self-Employed,5,Education,119902,0.0,Save
23,955871,31402,1922467,Yes,277336,623,Expert,High,0,Self-Employed,6,House,48253,0.29,Save
33,1589063,106995,410710,Yes,2346942,652,Expert,Medium,0,Business,12,House,25426,1.48,Avoid Loan
34,1285948,91166,1948985,No,0,353,Expert,Low,3,Business,2,Education,15996,0.0,Avoid Loan
55,755685,18340,1659913,No,0,811,Expert,Low,1,Business,6,Wealth Creation,44633,0.0,Invest
27,1761160,53235,302754,No,0,747,Intermediate,High,4,Self-Employed,7,House,93528,0.0,Invest
40,1026047,64378,424649,No,0,466,Beginner,Low,2,Self-Employed,12,Education,21125,0.0,Avoid Loan
47,882158,40796,1435180,No,0,605,Expert,Medium,4,Salaried,8,Retirement,32717,0.0,Save
52,944836,33580,1814178,No,0,373,Beginner,Medium,4,Self-Employed,12,Retirement,45156,0.0,Avoid Loan
41,2867972,144549,49046,No,0,454,Intermediate,Low,0,Salaried,1,Retirement,94448,0.0,Avoid Loan
22,808708,28521,394230,Yes,1758336,850,Expert,Low,5,Business,11,House,38871,2.17,Avoid Loan
45,2814927,76829,2215065,Yes,1161448,491,Intermediate,Medium,2,Salaried,6,Education,157748,0.41,Avoid Loan
49,2198134,41444,625387,No,0,541,Intermediate,Low,1,Salaried,10,Wealth Creation,141733,0.0,Avoid Loan
41,2301993,52879,185939,Yes,1614359,659,Intermediate,Low,1,Self-Employed,1,House,138953,0.7,Avoid Loan
44,2294587,49276,640191,Yes,262260,352,Beginner,High,0,Business,10,Retirement,141939,0.11,Avoid Loan
33,768681,27953,2174368,Yes,2049376,782,Intermediate,Medium,2,Business,2,House,36103,2.67,Avoid Loan
41,1080916,22776,1948277,Yes,850383,383,Beginner,Medium,2,Salaried,9,Wealth Creation,67300,0.79,Avoid Loan
47,2228054,59204,654508,Yes,1364324,659,Beginner,Low,1,Business,8,Education,126467,0.61,Avoid Loan
55,2018835,130063,1997066,No,0,365,Beginner,Medium,0,Business,10,Wealth Creation,38173,0.0,Avoid Loan
43,332142,16601,610966,No,0,391,Beginner,Low,5,Business,8,Wealth Creation,11077,0.0,Avoid Loan
28,2211430,137138,319163,Yes,913095,881,Expert,Medium,5,Business,6,Education,47147,0.41,Save
58,2638954,113689,2176583,Yes,2077349,410,Beginner,High,4,Self-Employed,3,Retirement,106223,0.79,Avoid Loan
33,2800145,86430,146483,Yes,2479237,454,Beginner,High,3,Business,4,Wealth Creation,146915,0.89,Avoid Loan
45,2863805,123932,1615732,No,0,816,Beginner,Medium,4,Salaried,12,Education,114718,0.0,Invest
21,1923623,21089,842831,Yes,512928,809,Beginner,Medium,1,Salaried,3,Education,139212,0.27,Save
26,1681443,98931,2096572,No,0,559,Beginner,High,0,Salaried,5,House,41189,0.0,Avoid Loan
35,1996099,122761,762024,Yes,1186658,543,Beginner,High,4,Business,8,House,43580,0.59,Avoid Loan
42,1355442,100320,1704932,No,0,384,Expert,Medium,2,Salaried,7,Education,12633,0.0,Avoid Loan
25,532019,18687,2034958,Yes,1144704,710,Beginner,High,1,Salaried,12,Wealth Creation,25647,2.15,Avoid Loan
33,340688,23380,2348024,No,0,719,Expert,Medium,1,Business,2,Wealth Creation,5010,0.0,Save
26,2561686,141551,1056631,No,0,362,Beginner,Low,1,Business,8,Retirement,71922,0.0,Avoid Loan
48,995402,55882,1648666,No,0,671,Beginner,Low,5,Salaried,12,Education,27068,0.0,Save
31,468774,34521,567498,Yes,1403876,404,Beginner,Medium,1,Business,1,Wealth Creation,4543,2.99,Avoid Loan
29,2969669,34956,462644,No,0,827,Beginner,Medium,3,Business,5,Education,212516,0.0,Save
21,2332451,96035,246914,No,0,784,Beginner,High,3,Salaried,9,Wealth Creation,98335,0.0,Save
26,2277826,167319,1163230,Yes,2183850,809,Intermediate,High,4,Self-Employed,11,Education,22499,0.96,Avoid Loan
59,2851433,19860,2023359,No,0,764,Intermediate,Medium,0,Salaried,12,House,217759,0.0,Invest
34,481453,30264,2444545,No,0,677,Expert,Low,5,Business,6,Wealth Creation,9857,0.0,Save
24,2276373,93607,982440,No,0,411,Beginner,High,3,Business,12,Wealth Creation,96090,0.0,Avoid Loan
25,1382538,19373,1553737,Yes,360013,655,Beginner,Medium,3,Business,6,Wealth Creation,95838,0.26,Save
50,1185286,88311,237752,No,0,468,Intermediate,High,1,Self-Employed,9,Education,10462,0.0,Avoid Loan
38,337368,18442,1020538,No,0,430,Expert,High,4,Business,6,Education,9672,0.0,Avoid Loan
